Unnamed: 0,0,1,2,3,4,5,6,7
125,8.2,92,Priyadarshan,Siddique,Tres hombres desempleados buscan respuestas a todos sus problemas de dinero. ¿Sabrán qué hacer cuando llegue la oportunidad?,156,Hera Pheri,tt0242519
126,4.8,No tiene datos,Mike Tristano,"Terry Cunningham, David Dadon, Mark Anthony Galluzzo",A wrongfully sentenced man is given a chance at freedom in exchange for the safe delivery of stolen diamonds.,89,Never Look Back,tt0244095
127,5.2,No tiene datos,Jon Gunn,"Jon Gunn, John W. Mann","Estranged twin brothers - one a con man, the other an Episcopal deacon - accidentally switch places... and find God in the process.",106,La calle del perdón,tt0243415
128,3.3,No tiene datos,Lloyd A. Simandl,Chris Hyde,"A group of retired spies once former enemies, are forced to work together in an attempt to retrieve a neutron bomb stolen by a group of new-wave, high-tech operatives who have supplanted them in the post-Cold War intelligence game.",97,Crackerjack 3,tt0243196
129,6.8,No tiene datos,Katsuyuki Motohiro,"Magy, Yoshikazu Okada",What happens when ambitious robbery - to clear out a futuristic bank outside Tokyo in 5 minutes - gone wrong.,125,Supêsutoraberâzu,tt0243573
130,5.4,No tiene datos,Darren Doane,Jim Chadwick,A double-dealing member of an elite group of hit men becomes the ultimate target when his organization discovers his deceit.,83,Ides of March,tt0243327
131,5.8,No tiene datos,Andrew Lau,Jing Wong,"After a long absence, a master swordsman of royal blood, Yeh Cool-son, returns to the emperor's palace to challenge Snow, a reclusive master, to a dual on new year's eve. In the days before the dual, strange things happen in the palace, seen mostly through the eyes of Dragon 9, a leader of the guard who alternates between serious pursuit of duty and joking. His girlfr... Leer todo",106,Kuet chin chi gam ji din,tt0243876
132,5.4,No tiene datos,Jason Wolthuizen,"Christine Jeffrey, Jason Wolthuizen","Shane, is sent undercover in order to solve a case that involves a series of murders that occur at an elite gym run by Tony. Shane meets up with a mysterious woman, who in turn assists in helping him take on, what turns out to be a well established Russian Mafia steroid smuggling ring run by Vladimer. When the two are taken captive, and Shane is forced to take action ... Leer todo",97,Solid Cover,tt0246241
133,5.6,No tiene datos,Waldemar Dziki,"Waldemar Dziki, Marek Miller",No tiene argumento,96,Pierwszy milion,tt0244715
134,5.7,No tiene datos,Peter Maris,"Michael January, Nancy Newbauer","Branded a killer and hunted by the police, a half Native American newlywed must return to the ways of his fore-fathers to discover the truth behind the disappearance of his bride.",90,Warpath,tt0246323
135,4.9,No tiene datos,Rodney Gibbons,Terry Abrahamson,The murder of the ex-wife of Dr. Sam Dennis Charney (Rutger Hauer) leads Detective Della Wilder (Pam Grier) to uncover a series of women's murders somehow linked to a big pharmaceutical company.,90,Cómplices,tt0246332
136,6.3,No tiene datos,Wai-Man Yip,"Kwok-Yuen Cheung, Manfred Wong","Focusing on triad member Chiu Shan Ho, a.k.a. 'Chicken' Chiu as he successfully tries to find love with his childhood friend, in this spin-off to the Young & Dangerous saga.",103,Yau ching sui yuet: San Gai goo si,tt0244884
137,5.3,No tiene datos,Bryan Genesse,Bryan Genesse,Two undercover cops accidentally find themselves in the middle of a small-town bank robbery.,No tiene datos,Bad Guys,tt0246446
138,6.6,No tiene datos,Vidhu Vinod Chopra,Abhijat Joshi,A police officer adopts the son and sole survivor of a family he has massacred while pursuing a terrorist. After some time the foster son finds out what the stepfather did.,154,Misión en Cachemira,tt0248185
139,5.9,No tiene datos,Djordje Milosavljevic,Gordan Mihic,"A contract killer and his unexperienced protégé are on their way to find the next victim in the landscape of Pannonian plain. Crossing the path of ruthless criminals, a young female teacher-to-be and a local cab driver will take part in bloodshed murderers.",94,Mehanizam,tt0246776
140,No tiene datos,No tiene datos,Serge Rodnunsky,Elizabeth J. MartinChristopher MayMichelle Fozounmayeh,No tiene datos,No tiene datos,Split Intent,tt0247718
141,5.0,30,Raj Kanwar,"Raj Kanwar, Robin Bhatt, Sutanu Gupta","Having witnessed his family being massacred during a riot in his village, Badal is raised by a terrorist and sets out to exact revenge on the police officer responsible for his family's murder.",166,Badal,tt0247944
142,6.9,No tiene datos,Dejan Acimovic,Dejan Acimovic,"A cruel world of the Yugoslavian prison during 1980s, based on real events about a man who gets life sentence for committed crime.",97,Je li jasno prijatelju?,tt0250445
143,3.1,No tiene datos,Kundan Shah,"Kundan Shah, Ranjit Kapoor","Raju, a waiter, is crazy about TV reporter, Geeta. During an investigation, in order to prolong their meetings, he bears false witness to a murder and misleads the police with a fake description.",153,Hum To Mohabbat Karega,tt0249588
144,5.9,No tiene datos,Sam Kieth,Arthur Jeon,A troubled teenager joins a group of rock climbers and is quickly forced into a death-defying adventure.,87,Take It to the Limit,tt0251422
145,6.7,No tiene datos,Hark Tsui,"Koan Hui, Hark Tsui","A streetwise young man becomes a bodyguard to score quick cash. He befriends a disillusioned mercenary determined to begin life anew. They find themselves working together to foil an assassination attempt, but their partnership can't last.",113,El tiempo no espera,tt0251433
146,5.0,No tiene datos,Guddu Dhanoa,"Bobby Deol, Rani Mukerji, Ashish Vidyarthi",A contract killer with a tragic past trains a teenage girl to avenge the murder of her family and falls for her in the process.,160,Bichhoo,tt0252277
147,4.6,No tiene datos,Benny Chan,"Kiu-Ying Chan, Felix Chong, Bey Logan","After a lethal American attack robot, RS1, is unleashed onto the mean streets of Hong Kong, Asia's funkiest crime-fighting team finds themselves on the wrong side of then law.",120,Experimento letal,tt0251094
148,6.1,61,Ram Gopal Varma,"H. Banerjee, Jaideep Sahni","A survival tale of two lovers, who tries their best to escape a jungle which is governed by a cold blooded dacoit.",146,Jungle,tt0251756
149,5.8,No tiene datos,Jyoti Kumar,Ramana Chintapally,No tiene datos,No tiene datos,Kouravudu,tt0250476
150,5.1,No tiene datos,Menahem Golan,Menahem Golan,No tiene datos,No tiene datos,Kumite,tt0253193
151,6.9,No tiene datos,Marshall V. Davidson,Marshall V. Davidson,No tiene datos,No tiene datos,Game Day,tt0255189
152,6.2,71,Mahesh Manjrekar,"Ravi Shankar Jaiswal, Mahesh Manjrekar, K.K. Singh","ACP Prithviraj is an honest cop. When he arrests the Chief Minister's son for assaulting a girl, the minister tries his best to create havoc in Prithviraj's life.",129,Kurukshetra,tt0255309
153,6.0,No tiene datos,Masaaki Tezuka,Hiroshi Kashiwabara,"Japan creates an artificial black hole device to trap Godzilla forever, but a test of the device creates new foes for Godzilla, car-sized dragonflies called meganula and their queen, Megaguirus.",105,Gojira tai Megagirasu: Jî shômetsu sakusen,tt0255198
154,6.5,No tiene datos,Taikan Suga,Shinichi Inozume,"A 20-something action figure collector named Yuji who owns hundreds of figures still sealed in their original blister packs. Lately, he's been obsessed with obtaining the super-rare ""Hellbanker"" figure. When Yuji finally tracks Hellbanker down, it turns out to be much more than just a collectible toy. Meanwhile, Yuji's friends are all consumed with different areas of ... Leer todo",108,Burisuta,tt0255019
155,5.5,No tiene datos,Satish Kaushik,Jainendra Jain,"Inspired by the Telugu film, ""Pelli Chuskundam,"" the plot follows the life of a rape victim (Aishwarya Rai). Now, a disgrace to her family, she is turned away from her house after the sexual assault. But she finds shelter in the character played by Anil Kapoor.",165,Hamara Dil Aapke Paas Hai,tt0255212
156,6.4,No tiene datos,Eduard Bosch,"Patxi Amezcua, Jordi Gasull","Arian is a naive but idealistic young woman of Basque heritage who falls in with a terrorist group fighting for the rights of her people. Hoping to prove her commitment, Arian volunteers to take part in a kidnapping organized by the Basque extremists, and she helps to abduct Isabel the daughter of a prominent businessman.",104,El viaje de Arián,tt0255679
157,5.2,47,Neeraj Vora,"Uttam Gada, Neeraj Vora","Dev, a conman, gets killed by his wife Ritu, after she learns that the former is a debt-ridden thug who married her only to repay his debts. Her life turns upside down when she meets Anand, Dev's identical twin brother.",157,Khiladi 420,tt0255305
158,4.7,No tiene datos,Yogesh Ishwar,"Kamlesh Pandey, Krishna Murali Posani, Nikhil Saini",An honest and diligent man's life turns upside down after making an enemy in a ruthless mafia gang after he saves a girl from being molested by them.,153,Aaghaaz,tt0254927
159,4.6,29,Harry Baweja,"Ajay Devgn, Urmila Matondkar, Mahima Chaudhry","Policeman Vishal is shot when his boss bungles a raid on a boat. To avoid the wrath of Vishal's family, his boss hires a lookalike to stop their suspicions. But when the policeman's girlfriend Sapna falls in love with the 'new' Vishal, all sorts of trouble is caused. Watch as events unfold itself and what a negative impact this will have on Vishaul's family.",164,Deewane,tt0255097
160,5.4,No tiene datos,Mark Savage,"Mark Savage, David Richardson","A family man who witnessed a hit-man carry out a killing as a child decides to carry out contract executions in the suburbs of Melbourne, but soon finds himself also working as a hit-man, making his life far more complicated.",87,Sensitive New Age Killer,tt0256375
161,6.9,No tiene datos,Gunasekhar,Gunasekhar,"The film begins with the ISI moles scheming to destabilize India, followed by bomb blasts in Coimbatore and Hyderabad. Basha, an ISI agent, enters India to plant bombs at various places. Anand is a regular bank employee and through a case of mistaken identity by police, he exposes the nefarious ISI network. Anand is tried and sentenced to 14 years imprisonment. Anand'... Leer todo",No tiene datos,Manoharam,tt0258785
162,4.6,No tiene datos,Jeff Kirshbaum,Jeff KirshbaumRobert Napton,No tiene datos,90,Gung Fu: The New Dragon,tt0258604
163,6.6,No tiene datos,Chi-Leung Law,"Tung-Shing Yee, Joe Man Kwong Cheung, Chi-Leung Law","What begins as an innocuous entry into a gun competition eventually steers Rick towards a path of fatal rivalry. With extensive training, Rick emerges as one of the finest shooters in town. Three years down the line, four members of a G4 unit have been murdered; the suspects clear out any possible evidence. A top CID officer, Miu, narrows the suspect list down to just... Leer todo",96,Cheung wong,tt0258489
164,2.5,No tiene datos,Piotr Starzak,Piotr Starzak,No tiene argumento,90,Enduro Bojz,tt0258552
165,4.2,No tiene datos,Robert Lee,Paul A. Birkett,"A CIA agent who, while on assignment in Russia shortly before the fall of the Soviet Union, is captured by KGB forces and placed in a mental hospital. Eleven years later, Carville is given a chance to earn his freedom.",97,Contacto ruso,tt0258862
166,4.0,No tiene datos,Tin-Hung Yiu,Hui-Ying Chen,No tiene argumento,86,Chong gwai nei: Huet gwong ji joi,tt0259023
167,6.0,No tiene datos,Bob Buchholz,Akiyoshi Hongo,"Throughout three different stories, Kari Kamiya and her friends take on explosive adventures involving digital creatures.",82,Digimon: La película,tt0259974
168,6.2,No tiene datos,Gakuryû Ishii,Gakuryû Ishii,"Benkei, a master fighter and killer, vows never to take another life after his conversion to Buddhism. His faith in pacifism, however, is shaken and ultimately broken by the attacks from a trio of fighters known only as ""the demons"". Taking up his sword once more, he sets out to end their murderous terror.",138,Gojô reisenki: Gojoe,tt0260054
169,1.8,0,Josh Evans,Josh Evans,"In the idyllic suburban dystopia of Orange, the affable but clueless Paul agrees to be a drug courier for Mr. Ball who's about to take delivery of a drug rumored to be ""more addictive than air."" Against the better judgment of his best friend D., Paul does the deal for quick cash, but the supplier turns on him and murders D. in the ensuing shootout. Paul goes on the la... Leer todo",88,The Price of Air,tt0261199
170,7.7,No tiene datos,Park Chan-wook,"Park Chan-wook, Seong-san Jeong, Hyun-seok Kim",Dos soldados norcoreanos han muerto y las fuerzas suecas que investigan sus muertes encuentran algo inusual que les hace pensar que hay más que un soldado surcoreano tras estas muertes.,110,Joint Security Area (JSA),tt0260991
171,6.6,No tiene datos,Alan Mak,"Clement Sze-Kit Cheng, Joe Ma, Alan Mak",A young man and his girlfriend walk into a triad war when they go to Thailand to find his estranged brother.,89,Oi yue shing,tt0261125
172,5.8,No tiene datos,Jianya Zhang,Jian Hao,A airplane flight goes wrong.,114,Jinji pojiang,tt0262529
173,4.4,No tiene datos,Aleksandr Borodyanskiy,"Aleksandr Borodyanskiy, Boris Giller",No tiene argumento,110,Chek,tt0262329
174,3.2,No tiene datos,Jesús Franco,"Kevin Collins, Jesús Franco, J. Douglas Wentworth","Blind Target is the story of a young woman who emigrated from the poor tiny Latin American country of San Hermoso only to strike it rich and famous as an author in the United States. When she returns to her homeland to promote her novel ""Desperate Letters"" - a thinly veiled expose of her native land's political corruption - she is in for a welcome that she could not h... Leer todo",90,Objetivo a ciegas,tt0260758
